Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Headway,Time_Of_Week,Time_Of_Day
41440,30278,Addison,Loop,Brown,421,2022-11-01T00:19:00,2022-11-01T00:20:00,23.0,Weekday,Night
41440,30278,Addison,Loop,Brown,423,2022-11-01T00:30:00,2022-11-01T00:31:00,11.0,Weekday,Night
41440,30278,Addison,Loop,Brown,424,2022-11-01T00:56:00,2022-11-01T00:57:00,26.0,Weekday,Night
41440,30278,Addison,Loop,Brown,425,2022-11-01T01:12:00,2022-11-01T01:13:00,16.0,Weekday,Night
41440,30278,Addison,Loop,Brown,426,2022-11-01T01:28:00,2022-11-01T01:29:00,16.0,Weekday,Night
41440,30278,Addison,Loop,Brown,427,2022-11-01T01:49:00,2022-11-01T01:50:00,21.0,Weekday,Night
41440,30278,Addison,Loop,Brown,401,2022-11-01T04:10:00,2022-11-01T04:11:00,,Weekday,Night
41440,30278,Addison,Loop,Brown,402,2022-11-01T04:25:00,2022-11-01T04:26:00,15.0,Weekday,Night
41440,30278,Addison,Loop,Brown,403,2022-11-01T04:40:00,2022-11-01T04:41:00,15.0,Weekday,Night
41440,30278,Addison,Loop,Brown,404,2022-11-01T04:57:00,2022-11-01T04:58:00,17.0,Weekday,Night
41440,30278,Addison,Loop,Brown,405,2022-11-01T05:14:00,2022-11-01T05:15:00,17.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-11-01T05:29:00,2022-11-01T05:30:00,15.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-11-01T05:43:00,2022-11-01T05:44:00,14.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-11-01T05:58:00,2022-11-01T05:59:00,15.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-11-01T06:13:00,2022-11-01T06:14:00,15.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-11-01T06:25:00,2022-11-01T06:26:00,12.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-11-01T06:38:00,2022-11-01T06:39:00,13.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,405,2022-11-01T06:49:00,2022-11-01T06:50:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,412,2022-11-01T06:58:00,2022-11-01T06:59:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-11-01T07:11:00,2022-11-01T07:12:00,13.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,414,2022-11-01T07:21:00,2022-11-01T07:22:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,415,2022-11-01T07:35:00,2022-11-01T07:36:00,14.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-11-01T07:37:00,2022-11-01T07:38:00,2.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,409,2022-11-01T07:41:00,2022-11-01T07:42:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-11-01T07:46:00,2022-11-01T07:47:00,5.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,417,2022-11-01T07:54:00,2022-11-01T07:55:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-11-01T08:01:00,2022-11-01T08:02:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-11-01T08:04:00,2022-11-01T08:05:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-11-01T08:18:00,2022-11-01T08:19:00,14.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-11-01T08:20:00,2022-11-01T08:21:00,2.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,411,2022-11-01T08:24:00,2022-11-01T08:25:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,405,2022-11-01T08:29:00,2022-11-01T08:30:00,5.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,412,2022-11-01T08:39:00,2022-11-01T08:40:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-11-01T08:49:00,2022-11-01T08:50:00,10.0,Weekday,Morning
