Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Headway,Time_Of_Week,Time_Of_Day
41440,30278,Addison,Loop,Brown,418,2022-08-01T00:26:00,2022-08-01T00:27:00,39.0,Weekday,Night
41440,30278,Addison,Loop,Brown,417,2022-08-01T01:10:00,2022-08-01T01:11:00,44.0,Weekday,Night
41440,30278,Addison,Loop,Brown,401,2022-08-01T04:13:00,2022-08-01T04:14:00,,Weekday,Night
41440,30278,Addison,Loop,Brown,402,2022-08-01T04:24:00,2022-08-01T04:25:00,11.0,Weekday,Night
41440,30278,Addison,Loop,Brown,403,2022-08-01T04:40:00,2022-08-01T04:41:00,16.0,Weekday,Night
41440,30278,Addison,Loop,Brown,404,2022-08-01T05:06:00,2022-08-01T05:07:00,26.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,406,2022-08-01T05:19:00,2022-08-01T05:20:00,13.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-08-01T05:30:00,2022-08-01T05:31:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-08-01T05:44:00,2022-08-01T05:45:00,14.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-08-01T05:59:00,2022-08-01T06:00:00,15.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-08-01T06:14:00,2022-08-01T06:15:00,15.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-08-01T06:25:00,2022-08-01T06:26:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-08-01T06:35:00,2022-08-01T06:36:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-08-01T06:45:00,2022-08-01T06:46:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,406,2022-08-01T06:55:00,2022-08-01T06:56:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,419,2022-08-01T07:04:00,2022-08-01T07:05:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-08-01T07:10:00,2022-08-01T07:11:00,6.0,Weekday,Morning
