Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Headway,Time_Of_Week,Time_Of_Day
41440,30278,Addison,Loop,Brown,430,2022-09-01T00:12:00,2022-09-01T00:13:00,14.0,Weekday,Night
41440,30278,Addison,Loop,Brown,431,2022-09-01T00:26:00,2022-09-01T00:27:00,14.0,Weekday,Night
41440,30278,Addison,Loop,Brown,432,2022-09-01T00:40:00,2022-09-01T00:41:00,14.0,Weekday,Night
41440,30278,Addison,Loop,Brown,433,2022-09-01T00:54:00,2022-09-01T00:55:00,14.0,Weekday,Night
41440,30278,Addison,Loop,Brown,434,2022-09-01T01:11:00,2022-09-01T01:12:00,17.0,Weekday,Night
41440,30278,Addison,Loop,Brown,435,2022-09-01T01:29:00,2022-09-01T01:30:00,18.0,Weekday,Night
41440,30278,Addison,Loop,Brown,436,2022-09-01T01:39:00,2022-09-01T01:40:00,10.0,Weekday,Night
41440,30278,Addison,Loop,Brown,401,2022-09-01T04:09:00,2022-09-01T04:10:00,,Weekday,Night
41440,30278,Addison,Loop,Brown,402,2022-09-01T04:24:00,2022-09-01T04:25:00,15.0,Weekday,Night
41440,30278,Addison,Loop,Brown,403,2022-09-01T04:39:00,2022-09-01T04:40:00,15.0,Weekday,Night
41440,30278,Addison,Loop,Brown,404,2022-09-01T04:57:00,2022-09-01T04:58:00,18.0,Weekday,Night
41440,30278,Addison,Loop,Brown,405,2022-09-01T05:11:00,2022-09-01T05:12:00,14.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,406,2022-09-01T05:19:00,2022-09-01T05:20:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-09-01T05:29:00,2022-09-01T05:30:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-09-01T05:40:00,2022-09-01T05:41:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-09-01T05:49:00,2022-09-01T05:50:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,409,2022-09-01T05:59:00,2022-09-01T06:00:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-09-01T06:10:00,2022-09-01T06:11:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-09-01T06:18:00,2022-09-01T06:19:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-09-01T06:25:00,2022-09-01T06:26:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-09-01T06:33:00,2022-09-01T06:34:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,411,2022-09-01T06:39:00,2022-09-01T06:40:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,418,2022-09-01T06:46:00,2022-09-01T06:47:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,405,2022-09-01T06:52:00,2022-09-01T06:53:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,406,2022-09-01T06:59:00,2022-09-01T07:00:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-09-01T07:07:00,2022-09-01T07:08:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,420,2022-09-01T07:11:00,2022-09-01T07:12:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,412,2022-09-01T07:23:00,2022-09-01T07:24:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-09-01T07:33:00,2022-09-01T07:34:00,2.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,413,2022-09-01T07:40:00,2022-09-01T07:41:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,409,2022-09-01T07:44:00,2022-09-01T07:45:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-09-01T07:52:00,2022-09-01T07:53:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-09-01T07:58:00,2022-09-01T07:59:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-09-01T08:07:00,2022-09-01T08:08:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,415,2022-09-01T08:10:00,2022-09-01T08:11:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-09-01T08:15:00,2022-09-01T08:16:00,5.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,411,2022-09-01T08:21:00,2022-09-01T08:22:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,418,2022-09-01T08:23:00,2022-09-01T08:24:00,2.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,405,2022-09-01T08:29:00,2022-09-01T08:30:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,417,2022-09-01T08:33:00,2022-09-01T08:34:00,4.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,406,2022-09-01T08:36:00,2022-09-01T08:37:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-09-01T08:43:00,2022-09-01T08:44:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,420,2022-09-01T08:46:00,2022-09-01T08:47:00,3.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,412,2022-09-01T08:56:00,2022-09-01T08:57:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-09-01T09:02:00,2022-09-01T09:03:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,413,2022-09-01T09:11:00,2022-09-01T09:12:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,409,2022-09-01T09:21:00,2022-09-01T09:22:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-09-01T09:31:00,2022-09-01T09:32:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-09-01T09:38:00,2022-09-01T09:39:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,415,2022-09-01T09:46:00,2022-09-01T09:47:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,411,2022-09-01T09:54:00,2022-09-01T09:55:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,418,2022-09-01T10:02:00,2022-09-01T10:03:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,417,2022-09-01T10:13:00,2022-09-01T10:14:00,11.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-09-01T10:18:00,2022-09-01T10:19:00,5.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,403,2022-09-01T10:26:00,2022-09-01T10:27:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,412,2022-09-01T10:34:00,2022-09-01T10:35:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,421,2022-09-01T10:42:00,2022-09-01T10:43:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,404,2022-09-01T10:55:00,2022-09-01T10:56:00,13.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,405,2022-09-01T11:07:00,2022-09-01T11:08:00,12.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,401,2022-09-01T11:17:00,2022-09-01T11:18:00,10.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,407,2022-09-01T11:25:00,2022-09-01T11:26:00,8.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,408,2022-09-01T11:34:00,2022-09-01T11:35:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,409,2022-09-01T11:40:00,2022-09-01T11:41:00,6.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,410,2022-09-01T11:49:00,2022-09-01T11:50:00,9.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,402,2022-09-01T11:56:00,2022-09-01T11:57:00,7.0,Weekday,Morning
41440,30278,Addison,Loop,Brown,413,2022-09-01T12:03:00,2022-09-01T12:04:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,403,2022-09-01T12:10:00,2022-09-01T12:11:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,411,2022-09-01T12:17:00,2022-09-01T12:18:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,404,2022-09-01T12:28:00,2022-09-01T12:29:00,11.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,415,2022-09-01T12:36:00,2022-09-01T12:37:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,405,2022-09-01T12:46:00,2022-09-01T12:47:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,417,2022-09-01T12:56:00,2022-09-01T12:57:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,407,2022-09-01T13:02:00,2022-09-01T13:03:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,409,2022-09-01T13:10:00,2022-09-01T13:11:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,408,2022-09-01T13:18:00,2022-09-01T13:19:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,410,2022-09-01T13:25:00,2022-09-01T13:26:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,412,2022-09-01T13:36:00,2022-09-01T13:37:00,11.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,413,2022-09-01T13:46:00,2022-09-01T13:47:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,411,2022-09-01T13:54:00,2022-09-01T13:55:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,422,2022-09-01T14:05:00,2022-09-01T14:06:00,11.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,423,2022-09-01T14:15:00,2022-09-01T14:16:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,415,2022-09-01T14:25:00,2022-09-01T14:26:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,417,2022-09-01T14:31:00,2022-09-01T14:32:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,420,2022-09-01T14:38:00,2022-09-01T14:39:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,424,2022-09-01T14:46:00,2022-09-01T14:47:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,425,2022-09-01T14:54:00,2022-09-01T14:55:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,426,2022-09-01T15:04:00,2022-09-01T15:05:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,418,2022-09-01T15:11:00,2022-09-01T15:12:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,412,2022-09-01T15:22:00,2022-09-01T15:23:00,11.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,427,2022-09-01T15:31:00,2022-09-01T15:32:00,9.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,413,2022-09-01T15:42:00,2022-09-01T15:43:00,11.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,422,2022-09-01T15:51:00,2022-09-01T15:52:00,9.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,423,2022-09-01T15:57:00,2022-09-01T15:58:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,415,2022-09-01T16:04:00,2022-09-01T16:05:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,417,2022-09-01T16:10:00,2022-09-01T16:11:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,420,2022-09-01T16:13:00,2022-09-01T16:14:00,3.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,424,2022-09-01T16:21:00,2022-09-01T16:22:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,429,2022-09-01T16:29:00,2022-09-01T16:30:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,425,2022-09-01T16:32:00,2022-09-01T16:33:00,3.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,430,2022-09-01T16:38:00,2022-09-01T16:39:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,426,2022-09-01T16:47:00,2022-09-01T16:48:00,9.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,418,2022-09-01T16:50:00,2022-09-01T16:51:00,3.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,431,2022-09-01T16:52:00,2022-09-01T16:53:00,2.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,432,2022-09-01T16:57:00,2022-09-01T16:58:00,5.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,428,2022-09-01T17:04:00,2022-09-01T17:05:00,7.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,427,2022-09-01T17:12:00,2022-09-01T17:13:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,433,2022-09-01T17:22:00,2022-09-01T17:23:00,10.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,422,2022-09-01T17:28:00,2022-09-01T17:29:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,423,2022-09-01T17:34:00,2022-09-01T17:35:00,6.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,435,2022-09-01T17:43:00,2022-09-01T17:44:00,9.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,420,2022-09-01T17:51:00,2022-09-01T17:52:00,8.0,Weekday,Afternoon
41440,30278,Addison,Loop,Brown,424,2022-09-01T18:01:00,2022-09-01T18:02:00,10.0,Weekday,Evening
41440,30278,Addison,Loop,Brown,429,2022-09-01T18:12:00,2022-09-01T18:13:00,11.0,Weekday,Evening
41440,30278,Addison,Loop,Brown,425,2022-09-01T18:16:00,2022-09-01T18:17:00,4.0,Weekday,Evening
