Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Headway,Time_Of_Week,Time_Of_Day
41440,30278,Addison,Loop,Brown,423,2023-01-01T00:14:00,2023-01-01T00:15:00,55.0,Sunday,Night
41440,30278,Addison,Loop,Brown,425,2023-01-01T01:50:00,2023-01-01T01:51:00,96.0,Sunday,Night
41440,30278,Addison,Loop,Brown,401,2023-01-01T05:10:00,2023-01-01T05:11:00,,Sunday,Morning
41440,30278,Addison,Loop,Brown,402,2023-01-01T05:39:00,2023-01-01T05:40:00,29.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,405,2023-01-01T06:11:00,2023-01-01T06:12:00,32.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,406,2023-01-01T06:26:00,2023-01-01T06:27:00,15.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,407,2023-01-01T06:40:00,2023-01-01T06:41:00,14.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,401,2023-01-01T06:56:00,2023-01-01T06:57:00,16.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,402,2023-01-01T07:10:00,2023-01-01T07:11:00,14.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,405,2023-01-01T07:40:00,2023-01-01T07:41:00,30.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,406,2023-01-01T08:01:00,2023-01-01T08:02:00,21.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,407,2023-01-01T08:20:00,2023-01-01T08:21:00,19.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,408,2023-01-01T08:42:00,2023-01-01T08:43:00,22.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,401,2023-01-01T08:59:00,2023-01-01T09:00:00,17.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,401,2023-01-01T09:00:00,2023-01-01T09:01:00,1.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,402,2023-01-01T09:20:00,2023-01-01T09:21:00,20.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,407,2023-01-01T09:46:00,2023-01-01T09:47:00,26.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,408,2023-01-01T10:08:00,2023-01-01T10:09:00,22.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,401,2023-01-01T10:25:00,2023-01-01T10:26:00,17.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,405,2023-01-01T10:41:00,2023-01-01T10:42:00,16.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,402,2023-01-01T10:59:00,2023-01-01T11:00:00,18.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,406,2023-01-01T11:21:00,2023-01-01T11:22:00,22.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,408,2023-01-01T11:44:00,2023-01-01T11:45:00,23.0,Sunday,Morning
41440,30278,Addison,Loop,Brown,401,2023-01-01T12:01:00,2023-01-01T12:02:00,17.0,Sunday,Afternoon
41440,30278,Addison,Loop,Brown,405,2023-01-01T12:23:00,2023-01-01T12:24:00,22.0,Sunday,Afternoon
