Station_ID,Stop_ID,Station_Name,Destination,Route,Run_Number,Prediction_Time,Arrival_Time,Headway,Time_Of_Week,Time_Of_Day
41020,30197,Logan Square,O'Hare,Blue,145,2022-06-24T00:10:00,2022-06-24T00:11:00,,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,227,2022-06-24T00:57:00,2022-06-24T00:58:00,47.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,138,2022-06-24T01:15:00,2022-06-24T01:16:00,18.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,229,2022-06-24T01:29:00,2022-06-24T01:30:00,14.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,139,2022-06-24T01:45:00,2022-06-24T01:46:00,16.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,140,2022-06-24T02:13:00,2022-06-24T02:14:00,28.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,141,2022-06-24T02:21:00,2022-06-24T02:22:00,8.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,142,2022-06-24T02:33:00,2022-06-24T02:34:00,12.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,232,2022-06-24T03:00:00,2022-06-24T03:01:00,27.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,145,2022-06-24T03:52:00,2022-06-24T03:53:00,52.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,201,2022-06-24T04:14:00,2022-06-24T04:15:00,22.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,202,2022-06-24T04:33:00,2022-06-24T04:34:00,19.0,Weekday,Night
41020,30197,Logan Square,O'Hare,Blue,230,2022-06-24T05:07:00,2022-06-24T05:08:00,34.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,143,2022-06-24T05:26:00,2022-06-24T05:27:00,19.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,101,2022-06-24T05:38:00,2022-06-24T05:39:00,12.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,204,2022-06-24T05:51:00,2022-06-24T05:52:00,13.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,102,2022-06-24T06:08:00,2022-06-24T06:09:00,17.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,205,2022-06-24T06:20:00,2022-06-24T06:21:00,12.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,206,2022-06-24T06:38:00,2022-06-24T06:39:00,18.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,103,2022-06-24T06:52:00,2022-06-24T06:53:00,14.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,207,2022-06-24T07:01:00,2022-06-24T07:02:00,9.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,210,2022-06-24T07:15:00,2022-06-24T07:16:00,14.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,211,2022-06-24T07:24:00,2022-06-24T07:25:00,9.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,212,2022-06-24T07:38:00,2022-06-24T07:39:00,14.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,202,2022-06-24T07:45:00,2022-06-24T07:46:00,7.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,201,2022-06-24T07:55:00,2022-06-24T07:56:00,10.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,106,2022-06-24T08:07:00,2022-06-24T08:08:00,12.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,213,2022-06-24T08:20:00,2022-06-24T08:21:00,13.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,203,2022-06-24T08:27:00,2022-06-24T08:28:00,7.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,107,2022-06-24T08:37:00,2022-06-24T08:38:00,10.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,108,2022-06-24T08:48:00,2022-06-24T08:49:00,11.0,Weekday,Morning
41020,30197,Logan Square,Rosemont,Blue,206,2022-06-24T08:57:00,2022-06-24T08:58:00,9.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,109,2022-06-24T08:59:00,2022-06-24T09:00:00,2.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,204,2022-06-24T09:08:00,2022-06-24T09:09:00,9.0,Weekday,Morning
41020,30197,Logan Square,O'Hare,Blue,127,2022-06-24T09:15:00,2022-06-24T09:16:00,7.0,Weekday,Morning
41020,30197,Logan Square,Rosemont,Blue,103,2022-06-24T09:21:00,2022-06-24T09:22:00,6.0,Weekday,Morning
